"code","name","offName","alias","localName","zone","address","nearestStations","trackType","lat","lng","priority","type","updatedOnNum"
"SDMK","Sidhmukh","SIDMUKH","","","7","MDR 96, Sidhmukh, Rajasthan","SDMK:0,HSWS:9,AUS:10,KALN:18,NRWI:19,PRSR:24,","2","28.8937","75.29065","4","0","0"
"AUS","Anupshahr","ANUPSHAHR","","","7","Railway Road, Anupshahar, District - Hanumangarh, PIN - 335501, Rajasthan","AUS:0,KALN:8,SDMK:10,HSWS:19,TSD:19,","2","28.94741","75.21211","4","0","0"
"KALN","Kalana","KALANA","","","7","Rajgarh, Churu, Rajasthan","KALN:0,AUS:8,TSD:11,SDMK:18,GAMI:25,","2","29.00671","75.17204","2","0","0"
"TSD","Tahsil Bhadra","TAHSIL BHADRA","","","7","Railway Rd, Off. SH-106 (Nohar-Hisar Road), Bhadra, District - Hanumangarh, PIN - 335501, Rajasthan","TSD:0,KALN:11,GAMI:14,AUS:19,","2","29.1015","75.16119","4","0","0"
"GAMI","Gogameri","GOGAMERI","","","7","Off. SH-106 (Nohar-Bhadra Road), Gogameri, District - Hanumangarh, PIN - 335504, Rajasthan","GAMI:0,TSD:14,SHRG:15,DPLN:20,KALN:25,","2","29.1603","75.035","4","0","0"
"DPLN","Diplana","DIPLANA","","","7","State Highway 36, Rajasthan","DPLN:0,SHRG:5,NHR:6,BKKA:12,GAMI:20,KNNA:25,","2","29.185","74.8312","2","0","0"
"NHR","Nohar","NOHAR","","","7","Station T-point, State Highway 106 (Nohar-Bhadra-Hisar Road), Nohar, District - Hanumangarh, PIN - 335523, Rajasthan","NHR:0,DPLN:6,BKKA:6,SHRG:11,KNNA:19,SURR:25,","2","29.1923","74.7743","4","0","0"
"KNNA","Khinaniyan","KHINANIYAN","","","7","State Highway 23, Haryana","KNNA:0,SURR:6,ENB:12,BKKA:13,NHR:19,TLI:22,DPLN:25,","2","29.34612","74.71781","2","0","0"
"ENB","Ellenabad","ELLENABAD","","","7","Off. State Highway 23, Near New Anaj Mandi, Ellenabad, District - Sirsa, PIN - 125102, Haryana","ENB:0,SURR:6,TLI:10,KNNA:12,TIBI:20,SJSM:23,BKKA:25,","2","29.44392","74.65783","4","0","0"
"TLI","Tulwara Jhil","TALWARA JHIL","","","7","Tibi Railway Station, Rajasthan","TLI:0,ENB:10,TIBI:10,SJSM:13,SRKN:16,SURR:16,KNNA:22,","2","29.51165","74.5869","2","0","0"
"TIBI","Tibi","TIBI","Thibi","","7","Tibi, Hanumangarh, Rajasthan","TIBI:0,SJSM:3,SRKN:6,TLI:10,HMO:16,ENB:20,HMH:23,","2","29.54288","74.50176","4","0","0"
"SJSM","Salemgarh Masani","SALEMGARHMASANI","Selam","","7","Salemgarhmasani, Rajasthan","SJSM:0,TIBI:3,SRKN:3,TLI:13,HMO:13,HMH:20,ENB:23,","2","29.54954","74.4658","2","0","1595136836"
"SRKN","Sherekan","SHEREKAN","","","7","MDR 89, Rajasthan","SRKN:0,SJSM:3,TIBI:6,HMO:10,TLI:16,HMH:17,NAWN:24,JRKN:25,","2","29.55539","74.43391","2","0","0"
"HMO","Hanumangarh Town","HANUMANGARHTOWN","","","7","Nai Mandi Rd, Hanumangarh, Rajasthan","HMO:0,HMH:7,SRKN:10,SJSM:13,NAWN:14,JRKN:15,TIBI:16,MNSR:19,DBI:20,HLW:21,","2","29.57421","74.3315","4","0","0"
"KHT","Sri Kalahasti","SRI KALAHASTI","","","10","Opposite to Hotel Sharavana bhavan,Panagal,Srikalahasti,Tirupathi District pincode - 517640, Andhra Pradesh","KHT:0,YLK:12,YPD:14,RU:23,VKI:24,","3","13.7459","79.6831","4","0","0"
"VKI","Venkatagiri","VENKATAGIRI","","","10","Nayudupeta Rd, Venkatagiri, Tirupati District, Pin- 524132, Andhra Pradesh","VKI:0,NDZ:8,YLK:12,VDD:17,KHT:24,","3","13.9438","79.6042","4","0","0"
"VDD","Vendodu","VENDODU","","","10","Near Ozili Gollapalli Road, Jayampu, Gudur Tehsil, SPSR (Nellore) District, Pin- 524131, Andhra Pradesh","VDD:0,KQA:9,NDZ:9,VKI:17,GDR:19,","3","14.027","79.7291","2","0","0"
"TNR","Tanguturu","TANGUTURU","","","10","Trunk Rd., Tanguturu, Prakasam District, Pincode-523274, Andhra Pradesh","TNR:0,SDM:9,SKM:9,OGL:19,UPD:19,","4","15.337372","80.033529","4","0","0"
"ANB","Ammanabrolu","AMMANABROLU","","","10","Railway Station Rd, Ammanabrolu, Prakasam Dist., Pin- 523180, Andhra Pradesh","ANB:0,RPRL:3,KRV:6,UGD:8,CJM:14,OGL:15,KVDU:18,KPLL:23,SDM:25,","4","15.5965","80.1487","4","0","0"
"VTM","Vetapalem","VETAPALEM","","","10","Near Rotary Community Hall, Vetapalem, Dist - Bapatla. Pin - 523187., Andhra Pradesh","VTM:0,KPLL:4,JAQ:4,CLX:7,KVDU:9,IPPM:12,CJM:13,SPF:16,UGD:19,BPP:22,RPRL:24,","4","15.78418","80.30131","4","0","0"
"TSR","Tsunduru","TSUNDURU","","","10","Near Brahmanakoduru-Bhatiprolu Rd, Tsunduru, Guntur Dist., Pin- 522318, Andhra Pradesh","TSR:0,MDKU:3,NDO:10,TEL:12,CIV:15,MCVM:15,KLX:19,SJL:21,APL:22,ZPI:22,DIG:22,","4","16.15667","80.586","4","0","0"
"DIG","Duggirala","DUGGIRALA","","","10","Railpeta, Duggirala, Guntur District, Pincode-522330, Andhra Pradesh","DIG:0,KLX:3,CLVR:6,TEL:10,PVD:10,CIV:13,KCC:17,SJL:19,ZPI:20,BZA:22,TSR:22,VMU:24,MAG:24,VJA:24,MDKU:25,","4","16.328928","80.623663","4","0","0"
"GDV","Gudivada Jn","GUDIVADA JN","","","10","Jn. Pt.BZA/MTM/BVRM, Bethavolu, Gudivada, Krishna District, Pincode-521301, Andhra Pradesh","GDV:0,NUJ:6,DPD:7,OTR:7,VPG:10,GUK:11,GVL:11,PSLP:13,IDP:14,PCU:15,KVM:15,MVP:18,TGU:18,VMD:19,TNRU:20,MDVL:22,UPL:24,","3","16.43053","80.98796","5","1","1643878833"
"KKLR","Kaikaluru","KAIKALUR","kaikolur","","10","Kaikaluru, Eluru District, Pin- 521333, Andhra Pradesh","KKLR:0,MDVL:7,PLVA:8,MVP:11,PCU:14,PSLP:16,AKVD:17,GUK:18,OTR:22,CKV:23,","3","16.55069","81.21799","5","0","1580710830"
"AKVD","Akividu","AKIVIDU","","","10","P.P Road, Akividu, Bhimavaram (West Godavari) District, Pin- 534235, Andhra Pradesh","AKVD:0,CKV:6,PLVA:9,UNDI:11,KKLR:17,BVRT:18,BVRM:20,MDVL:24,VND:24,","3","16.58298","81.36907","5","0","1580710830"
"BVRT","Bhimavaram Town","BHIMAVARAM TOWN","Bimavaram Town","","10","PP Road (Undi Road), Narasimhapuram, Bhimavaram Town, West Godavari District, Pincode-534202., Andhra Pradesh","BVRT:0,BVRM:2,VND:6,UNDI:7,LKSH:9,SGKM:9,AVLI:12,CKV:12,VVM:13,MCLE:17,AKVD:18,LKDU:18,AL:19,RLG:23,PKO:23,","3","16.54741","81.51929","5","0","1580710830"
"AL","Attili","ATTILI","","","10","Railway Trunk Rd, Attili, West Godavari District- 534134, Andhra Pradesh","AL:0,MCLE:2,RLG:4,VPU:7,AVLI:7,LKSH:10,TNKU:10,VND:13,STVA:15,BVRT:19,BVRM:19,KLDI:20,","3","16.68009","81.61633","4","0","0"
"TNKU","Tanuku","TANUKU","","","10","Station (Sthri Samajam) Rd, Tanuku, West Godavari District - Phone ; 08819 222100, 131, Andhra Pradesh","TNKU:0,VPU:3,STVA:5,RLG:6,AL:10,KLDI:10,MCLE:12,NDD:17,AVLI:17,LKSH:20,VND:23,","3","16.75181","81.674","4","0","0"
"NAB","Nagbhir Jn","NAGBHIR JN","","","11","MSH 9, Nagbhir, Maharashtra","NAB:0,MWG:6,KMMD:7,TUD:16,BMP:18,CCBG:23,","2","20.57994","79.70036","4","1","1695804454"
"WSA","Wadsa","WADSA","","Desaiganj","11","Wadsa, PIN - 441207, District - Chandrapur, Maharashtra","WSA:0,CCBG:5,BMP:10,ARNG:10,WDG:16,KMMD:21,AJU:24,","2","20.62475","79.96428","4","0","1724606579"
"DWG","DewanGanj","DEWANGANJ","Ganj","","15","Dewanganj , Raisen, Madhya Pradesh","DWG:0,BVB:9,SMT:9,SCI:16,SUW:17,","4","23.42884","77.59265","2","0","0"
"SMT","Salamatpur","SALAMATPUR","","","15","Vidisha Road, Salamatpur District Raisen, PIN Code - 464651, Madhya Pradesh","SMT:0,SCI:7,DWG:9,BHS:17,BVB:18,SORI:22,","4","23.46128","77.67303","2","0","0"
"KAH","Kalhar","KALHAR","","","15","Kalhar Station Rd, Kulhar, Tehsil-Basoda, District-Vidisha, Pincode-464240., Madhya Pradesh","KAH:0,MABA:9,BET:10,KIKA:17,BAQ:20,","4","23.977088","78.057355","2","0","0"
"BJQ","Baghora","BAGHORA","","","15","Sagar, Madhya Pradesh","BJQ:0,MAKR:5,BINA:9,KYE:12,AGD:13,MDVK:13,SRKI:18,KIKA:18,SMRR:21,KOA:25,","4","24.13637","78.2606","2","0","0"
"SMRR","Sumreri","SUMRERI","","","15","Khurai, Madhya Pradesh","SMRR:0,KYE:9,JRK:9,ISH:18,BJQ:21,","4","24.0071","78.4","2","0","0"
"JRK","Jeruwa Khera","JERUWA KHERA","","","15","National Highway 26A, Jeruwakhera, Madhya Pradesh","JRK:0,SMRR:9,ISH:9,NOI:17,KYE:18,","4","23.974","78.4788","2","0","0"
"ISH","Isarwara","ISARWARA","","Ishurwara","15","Tehsil - Khurai, District - Sagar ( MP ), Pin - 470115, Madhya Pradesh","ISH:0,NOI:8,JRK:9,SMRR:18,RTZ:19,","4","23.9272","78.5488","2","0","0"
"NOI","Nariaoli","NARIAOLI","","","15","NH 26A, Badora, Distt.- Sagar, Pin - 470115, Madhya Pradesh","NOI:0,ISH:8,RTZ:11,JRK:17,SGO:18,MKRN:25,","4","23.8961","78.60469","2","0","0"
"MKRN","Makronia","MAKRONIA","","","15","Railway Station Rd, NH 86, Rajakhedi, District - Sagar. Pin - 470004., Madhya Pradesh","MKRN:0,LDA:7,SGO:7,RTZ:14,GW:17,DGD:24,NOI:25,","4","23.8668","78.80849","4","0","0"
"LDA","Lidhora Khurd","LIDHORA KHURD","","","15","Pipariya Karkat, Sagar 470004, Madhya Pradesh","LDA:0,MKRN:7,GW:10,SGO:14,DGD:17,RTZ:21,GAJ:24,","4","23.852","78.8763","2","0","0"
"GW","Girwar","GIRWAR","","","15","Sagar, Madhya Pradesh","GW:0,DGD:7,LDA:10,GAJ:14,MKRN:17,SGO:24,","4","23.8326","78.9723","2","0","0"
"GAJ","GaneshGanj","GANESHGANJ","Ganj","","15","Patharia , GaneshGanj , PIN - 470001, Madhya Pradesh","GAJ:0,DGD:7,PHA:13,GW:14,LDA:24,","4","23.8952","79.07389","4","0","0"
"ANA","Aslana","ASLANA","","","15","Damoh, Madhya Pradesh","ANA:0,DMO:12,PHA:14,KYX:20,","4","23.86031","79.31948","2","0","1715585671"
"KYX","Karhiya Bhadoli","KARHIYA BHADELI","","","15","Ghatera, Madhya Pradesh","KYX:0,BNU:8,DMO:8,GEA:18,ANA:20,","4","23.85855","79.505","2","0","1715585671"
"BNU","Bandakpur","BANDAKPUR","","","15","Off. SH 14, Bandakpur Road, District Damoh - 470 771, Madhya Pradesh","BNU:0,KYX:8,GEA:10,DMO:16,GTY:19,","4","23.84828","79.57534","4","0","1715585671"
"GEA","Ghatera","GHATERA","","","15","Bandakpur Rd, Village Ghatera, Katni - 483501, Madhya Pradesh","GEA:0,GTY:9,BNU:10,SAO:16,KYX:18,","4","23.82989","79.67356","2","0","1715585671"
"SAO","Sagoni","SAGONI","","","15","Ghatera, Madhya Pradesh","SAO:0,GTY:7,RTGN:11,GEA:16,SYA:19,","4","23.8114","79.81117","2","0","1715585671"
"SYA","Salaia","SALAIA","","","15","Ghatera, Madhya Pradesh","SYA:0,RTGN:8,BQQ:10,REI:18,SAO:19,PTHD:24,","4","23.84699","79.97099","2","0","1715585671"
"BQQ","Bakhleta","BAKHLETA","","","15","Katni, Madhya Pradesh","BQQ:0,REI:8,SYA:10,PTHD:14,RTGN:18,HDU:23,","4","23.87523","80.06439","2","0","1715585671"
"REI","Rithi","RITHI","","","15","Katni, Madhya Pradesh","REI:0,PTHD:6,BQQ:8,HDU:15,SYA:18,MJGP:24,","4","23.90452","80.14077","2","0","1715585671"
"HDU","Hardua","HARDUA","","","15","MP SH 14, Hardua - 483501, Madhya Pradesh","HDU:0,MJGP:9,PTHD:9,KMZ:15,REI:15,KTE:17,KTES:17,NKJ:19,MDRR:20,BQQ:23,","4","23.91403","80.28731","2","0","1715585671"
"JLW","Jhalwara","JHALWARA","","","11","Jhalwara, Distt. - Katni - 483501, Madhya Pradesh","JLW:0,KTKD:2,NKJ:7,KTES:9,LEK:10,KMZ:11,KTE:11,MDRR:12,RPD:12,VYK:16,MJGP:17,PTWA:20,NWR:20,SLHA:20,","4","23.767671","80.47891","2","0","1752521052"
"RPD","Rupaund","RUPAUND","","","11","Jhalwara, Madhya Pradesh","RPD:0,VYK:4,JLW:12,KTKD:14,CHD:17,NKJ:19,KTES:21,KTE:23,KMZ:23,MDRR:24,","4","23.73006","80.57635","2","0","0"
"VYK","Vilayatkalan Road","VILAYATKALAN RD","","","11","Jhalwara, Madhya Pradesh","VYK:0,RPD:4,CHD:13,JLW:16,KTKD:18,LOA:22,NKJ:23,KTES:25,","4","23.70921","80.61058","2","0","0"
"CHD","Chandia Road","CHANDIA ROAD","","","11","NH 78, Chandia, 484660, Madhya Pradesh","CHD:0,LOA:9,VYK:13,RPD:17,UMR:19,","4","23.64603","80.70119","4","0","0"
"LOA","Lorha","LORHA","","","11","NH 78, Lorha, Umaria Dist, 484660, Madhya Pradesh","LOA:0,CHD:9,UMR:10,VYK:22,KKI:23,","4","23.58105","80.75161","2","0","0"
"KKI","Karkeli","KARKELI","","","11","Gautam Marg, Karkeli, Umaria Dist, 484661, Madhya Pradesh","KKI:0,NRZB:10,UMR:13,BRS:17,MDXR:22,LOA:23,","4","23.46049","80.92101","2","0","0"
"NRZB","Nowrozabad","NOWROZABAD","naorozabad","","11","National Highway 78, Nowrozabad, Umaria Dist, 484555, Madhya Pradesh","NRZB:0,BRS:7,KKI:10,MDXR:12,UMR:23,GGT:23,","4","23.39449","80.98045","4","0","0"
"GGT","Ghunghuti","GHUNGHUTI","","","11","National Highway 78, Ghunghuti, Umaria Dist 484551, Madhya Pradesh","GGT:0,MDXR:11,BDWA:13,BRS:16,SDL:21,NRZB:23,","4","23.34335","81.18612","2","0","0"
"BDWA","Badhwabara","BADHWA BARA","Badhwa Bara Badhwapara","","11","National Highway 78, Madhya Pradesh","BDWA:0,SDL:8,GGT:13,SNGP:14,CHDX:22,MDXR:24,","4","23.29435","81.28698","2","0","0"
"SNGP","Singhpur","SINGHPUR","","","11","Station Rd, Singhpur, Chattarpur, 484001, Madhya Pradesh","SNGP:0,SDL:6,CHDX:8,BDWA:14,BUH:14,AAL:22,","4","23.25391","81.40776","2","0","0"
"CLF","Chhulha","CHHULHA","","","11","Amarkantak Rd, Senduri, Chhulha Village, Anuppur Dist,  484551, Madhya Pradesh","CLF:0,APR:5,MZH:6,JTI:9,DRSN:14,AAL:18,NIQ:19,HRV:21,","4","23.102674","81.740617","2","0","1709832218"
"JTI","Jaithari","JAITHARI","","","11","PO Rd, Jaithari, Anuppur Dist, 484330, Madhya Pradesh","JTI:0,CLF:9,NIQ:10,APR:14,MZH:15,VKR:18,DRSN:23,","4","23.044738","81.796985","4","0","0"
"NIQ","Nigaura","NIGAURA","","","11","Nigaura, Madhya Pradesh 484330, Madhya Pradesh","NIQ:0,VKR:8,JTI:10,HRB:18,CLF:19,APR:24,MZH:25,","4","22.988229","81.867535","2","0","0"
"VKR","Venkatnagar","VENKATNAGRA","","","11","Venkatnagar Village, Jaithari Tehsil, Anuppur District, 484113, Madhya Pradesh","VKR:0,NIQ:8,HRB:10,JTI:18,PND:19,SBRA:24,","4","22.923407","81.872071","2","0","0"
"HRB","Harri","HARRI","","","11","Bilaspur -Gangpur Rd, Venkatnagar, distt:- pendra, pin:-495117, Chhattisgarh","HRB:0,PND:9,VKR:10,SBRA:14,NIQ:18,KOI:20,","4","22.827867","81.882414","2","0","0"
"SBRA","Sarbahara","SARBAHARA","","","11","Pendra- paterkoni road, Sarbahra, distt:- pendra, Chhattisgarh","SBRA:0,PND:5,KOI:6,HRB:14,BHTK:18,VKR:24,","15","22.710299","81.910378","2","0","0"
"KOI","Khodri","KHODRI","","","11","Station Rd, Khodri, Bilaspur Dist. , 495117, Chhattisgarh","KOI:0,SBRA:6,PND:11,BHTK:12,HRB:20,KGS:24,","15","22.665762","81.935011","2","0","0"
"BHTK","Bhanwar Tonk","BHANWAR TONK","Banwar Tonk","","11","Khodri, Bilaspur Dist,, Chhattisgarh","BHTK:0,KOI:12,KGS:12,SBRA:18,TGQ:21,PND:23,","15","22.6083","81.8982","2","0","0"
"KGS","Khongsara","KHONGSARA","","","11","Unnamed Rd, Khongsara Village, Kota Tehsil, 495116, Chhattisgarh","KGS:0,TGQ:9,BHTK:12,BIG:19,KOI:24,","15","22.5516","81.9338","2","0","0"
"TGQ","Tenganmada","TENGANMADA","","","11","Station Rd, Belgahna, Tenganmuda, Pincode: 495116, Chhattisgarh","TGQ:0,KGS:9,BIG:10,SLKR:17,BHTK:21,KGB:25,","15","22.5069","81.9959","2","0","0"
"SLKR","Salkaroad","SALKAROAD","","","11","Ghutku, Chhattisgarh","SLKR:0,BIG:7,KGB:8,KLTR:16,TGQ:17,GTK:24,","15","22.3658","82.0102","2","0","0"
"KLTR","Kalmitar","KALMITAR","","","11","Unnamed Rd, Kalmitar, Uslapur, PIN - 495112, Chhattisgarh","KLTR:0,KGB:8,GTK:8,SLKR:16,USL:16,BIG:23,BSP:24,","15","22.2343","82.0578","2","0","0"
"GTK","Ghutku","GHUTKU","","","11","Bilaspur, Chhattisgarh","GTK:0,KLTR:8,USL:8,KGB:16,BSP:16,DPH:18,CHBT:21,GTW:22,SLKR:24,","15","22.1672","82.0857","2","0","0"
"USL","Uslapur","USLAPUR","usalapur","","11","Off. Mungeli - Takhatpur - Bilaspur (NH 130A), Usalpur Station Road, Uslapur, District Bilaspur - 295 001, Chhattisgarh","USL:0,GTK:8,BSP:9,DPH:10,CHBT:13,GTW:15,KLTR:16,BYL:19,JRMG:23,KGB:24,","15","22.102796","82.111898","4","0","1711900726"
"MZH","Mauhari","MAUHARI","","","11","Amarkantak Road, Dist - Anuppur (M.P.) 484224, Madhya Pradesh","MZH:0,CLF:6,DRSN:8,APR:8,JTI:15,HRV:15,AAL:21,KTMA:24,NIQ:25,","3","23.118595","81.769824","2","0","1709832218"
"DRSN","Dhurwasin","DHURWASIN P H","","","11","Parasi Rd, Parasi, Madhya Pradesh","DRSN:0,HRV:7,MZH:8,CLF:14,KTMA:16,APR:16,JTI:23,","3","23.12926","81.84602","4","0","0"
"HRV","Harrad","HARRAD","","","11","Shahdol, Madhya Pradesh","HRV:0,DRSN:7,KTMA:9,MZH:15,BATL:19,CLF:21,APR:23,BJRI:24,","3","23.16101","81.90419","2","0","0"
"KTMA","Kotma","KOTMA","","","11","Kotma, Dist - Anuppur (M.P.) Pin - 484334, Madhya Pradesh","KTMA:0,HRV:9,BATL:10,BJRI:15,DRSN:16,BRND:24,MZH:24,","3","23.20273","81.9792","4","0","0"
"BATL","Baihatola","BAIHATOLA","","","11","Boridand, Madhya Pradesh","BATL:0,BJRI:5,KTMA:10,BRND:14,HRV:19,MDGR:21,","3","23.23332","82.07405","4","0","0"
"BJRI","Bijuri","BIJURI","","","11","Railway Colony Rd, District; Anuppur, Pincode; 484440., Madhya Pradesh","BJRI:0,BATL:5,BRND:9,KTMA:15,MDGR:16,UKR:21,HRV:24,","3","23.25101","82.11951","4","0","0"
"BRND","Boridand Jn","BORIDAND","","","11","Railway Station Rd, Manendragarh, District - Koriya. Pincode - 497442., Chhattisgarh","BRND:0,MDGR:7,BJRI:9,UKR:12,BATL:14,PRDL:18,NPRD:21,KTMA:24,","3","23.267377","82.17814","4","1","1712854361"
"MDGR","Manendragarh","MANENDRAGARH","","","11","Station Rd, Manendragarh, Chhattisgarh 497442, Chhattisgarh","MDGR:0,BRND:7,PRDL:11,BJRI:16,UKR:19,BATL:21,CHRM:22,","2","23.21971","82.19754","4","0","0"
"PRDL","Paradol","PARADOL","","","11","District Koriya, Chhattisgarh","PRDL:0,CHRM:11,MDGR:11,BRND:18,NPRD:19,","2","23.18667","82.26475","2","0","0"
"CHRM","Chirimiri","CHIRMIRI","chirmiri","","11","Chirimiri, Chhattisgarh","CHRM:0,PRDL:11,MDGR:22,NPRD:24,","2","23.18974","82.34998","4","2","0"
"ULT","Kulti","KULTI","","","4","Grand Trunk Rd, Kulti, District - Paschim Bardhaman, West Bengal","ULT:0,BRR:3,STN:5,KMME:6,BCQ:9,SLS:10,MMU:10,ASN:14,TNW:16,RNPR:17,KPK:19,BURN:19,BBI:19,KAO:20,CRJ:22,DMA:23,","4","23.73832","86.84825","4","0","1678106334"
"BRR","Barakar","BARAKAR","","","4","Station Rd, Barakar, Pin - 713343 , Dist - Paschim Bardhaman, West Bengal","BRR:0,ULT:3,KMME:3,MMU:7,STN:8,SLS:10,BCQ:12,TNW:13,KAO:17,RNPR:17,ASN:17,BBI:22,KPK:22,BURN:22,CRJ:22,","4","23.74271","86.81632","4","0","1660591758"
"KMME","Kumardubi","KUMARDUBI","","","4","Grand Trunk Road, Kumardubi, Near Maithan, Dhanbad. Pincode - 828203. Ph No. - 06540-222077, Jharkhand","KMME:0,BRR:3,MMU:4,ULT:6,TNW:10,STN:11,SLS:13,KAO:14,BCQ:15,RNPR:20,ASN:20,CAM:23,BBI:25,BURN:25,CRJ:25,KPK:25,","3","23.74754","86.7935","4","0","0"
"BOJ","Bhojo","BHOJO","Bojo","","8","Near Moran - Sonari Rd, Bhojo, District - Charaideo. Pincode - 785691., Assam","BOJ:0,SFR:10,SPK:14,LXA:21,BRNR:22,","2","27.06356","95.032688","4","0","0"
"BXJ","Bokajan","BOKAJAN","","","8","Golaghat Rd, Bokajan, Bokajan Sub Division, District - East Karbi Anglong. Pin; 782480., Assam","BXJ:0,CJA:6,KHKT:8,NJN:13,DMV:14,SZR:22,","2","26.01879","93.77999","4","0","1563525129"
"LKA","Lanka","LANKA","","","8","NH54, Lanka, District - Hojai., Assam","LKA:0,HWX:5,DHRY:7,HJI:14,LKG:16,JGJN:21,PKB:22,","3","25.915138","92.958025","4","0","1579813552"
"JMK","Jamunamukh","JAMUNAMUKH","","","8","National Highway 36, Jamunamukh , Dist - Hojai, Assam","JMK:0,JGJN:10,KWM:11,HJI:17,DHRY:24,","3","26.107768","92.742349","2","0","1579813552"
"KWM","Kampur","KAMPUR","","","8","Kampur Bazar Rd, Kampur Town, District - Nagaon. Pin - 782426, Assam","KWM:0,JMK:11,CPK:17,JGJN:21,RAHA:21,TGE:25,","3","26.160345","92.658621","4","0","1579813552"
"JID","Jagi Road","JAGI ROAD","","","8","Station Road, Jagiroad, District - Morigaon. Pin -782410, Assam","JID:0,BRHU:5,AJRE:8,KKET:11,SNBR:14,TTLA:18,DML:19,DGU:23,","3","26.12553","92.19747","4","0","0"
"DGU","Digaru","DIGARU","","","8","Chandrapur Rd, Chandrapur, Digaru, District - Kamrup Metropolitan., Assam","DGU:0,TTLA:5,PNB:7,KKET:12,TKC:14,BRHU:18,PHI:19,JID:23,NNGE:25,","3","26.15336","91.9789","2","0","0"
"NLV","Nalbari","NALBARI","","","8","Sonpur Road / Dhamdhama Road, Hari Mandir Chowk, Nalbari Main Road, Nalbari, District - Nalbari. Pincode - 781335., Assam","NLV:0,GOE:9,KTCH:10,TIHU:17,RNY:17,KYO:22,NSRH:22,","3","26.4507","91.4413","4","0","0"
"BNGN","Bongaigaon","BONGAIGAON","","","8","Station Rd, AOC Road, SH - 2 Bir Chiralai Road Cum Flyover, Mayapuri, Bongaigaon, District - Bongaigaon. Pin - 783380., Assam","BNGN:0,NBQ:2,CPQ:6,DTX:7,MZQ:10,BSGN:14,BJF:15,AYU:19,SLKX:21,PTLD:25,","3","26.4788","90.5611","4","0","0"
"KOJ","Kokrajhar","KOKRAJHAR","","","8","Tengapara Road,Tengapara, Kokrajhar,Pin - 783370. Ph - 03661 - 270618 , District - Kokrajhar (B.T.A.D.), Assam","KOJ:0,SLKX:9,FKM:10,BSGN:16,SPX:19,CROA:21,DTX:23,","3","26.40553","90.27431","5","0","1566282543"
"FKM","Fakiragram Jn","FAKIRAGRAM JN","","","8","Fakiragram, Pin- 783345, Dist - Kokrajhar (B.T.A.D.), Assam","FKM:0,SPX:9,KOJ:10,CROA:11,TPK:16,SLKX:19,GOGH:23,","3","26.36484","90.186432","4","1","1566282543"
"GOGH","Gossaigaon Hat","GOSSAIGAON HAT","","","8","Gossaigaon, District - Kokrajhar (B.T.A.D.). Pincode - 783360., Assam","GOGH:0,SRPB:7,CROA:12,JOQ:17,FKM:23,KAMG:25,","3","26.429382","89.974792","4","0","0"
"FLK","Falakata","FALAKATA","","","8","NH 31, Falakata, Pin - 735221 , Dist - Alipurduar, West Bengal","FLK:0,SXX:9,GUZ:9,KLGR:15,GDX:16,DQG:22,","3","26.53932","89.19136","4","0","0"
"JPE","Jalpaiguri Road","JALPAIGURI ROAD","","Road Station","8","Denguajhar Road, Patkata Colony, Paharpur, District - Jalpaiguri. Pincode -  735121. Ph No. - 03561-256506., West Bengal","JPE:0,DOI:7,RQJ:7,NQH:8,MOP:10,NMX:12,MYGD:12,JPG:15,BLK:15,BYXA:16,KDX:20,BPV:20,LTG:21,ABFC:24,MDG:25,ATM:25,","3","26.559351","88.709171","4","0","0"
"NFK","New Farakka Jn","NEW FARAKKA JN","","","4","NH 34, Farakka, Dist - Murshidabad, Pincode-742212, West Bengal","NFK:0,BPBS:5,TDLE:5,CMX:6,BDBS:9,SXP:10,BDAG:13,KTJ:14,DGLE:15,GMAN:16,BHW:18,JMQ:21,BDBP:21,KLP:23,NILE:25,","3","24.79473","87.91559","6","1","0"
"BHW","Barharwa Jn","BARHARWA JN","","","4","Phone no;- 06426-278331,Barharwa, Dist - Sahibganj, Pincode;816101, Jharkhand","BHW:0,BDAG:5,GMAN:7,BKLE:8,BDBS:9,DDX:12,TDLE:13,KLP:14,TPH:17,NFK:18,MRLI:21,BPBS:21,TBB:22,KXE:22,CMX:23,","3","24.857867","87.77469","5","1","0"
"SBG","Sahibganj","SAHIBGANJ JN","sahebganj","","4","NH-33, Sahibganj, Ph - 06436-222061, Dist - Sahibganj. Pin ; 816109., Jharkhand","SBG:0,SLJ:8,KRMA:9,MJP:14,MZC:15,AMPL:19,KPTO:21,PPT:24,","3","25.2407","87.6348","5","0","0"
"CLG","Kahalgaon","KAHALGAON","","","4","Station Road, Off NH 33, Kahalgaon, Distt.- Bhagalpur, Pin - 813204, Bihar","CLG:0,EKC:4,BKSL:8,GGA:10,SVRP:11,LKB:14,LMM:16,PPT:20,SBO:23,AMPL:25,","3","25.2626","87.2343","4","0","0"
"RGD","Rajgir","RAJGIR","","Rajgriha","2","National Highway - 120, Rajgir, Dist - Nalanda, Phone - 06112-255227,Pin - 803116, Bihar","RGD:0,SDPH:2,KHDH:4,SILO:6,NKPU:8,MH:8,NLD:11,DPNR:14,POE:17,NES:18,TNGI:19,KTRI:22,BEHS:23,JTIN:24,","2","25.03296","85.41524","5","0","0"
